1,cubewall_unscheduled_0519.eso,cubewall_scheduled_0519.eso,
,,,
Date/Time,[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),
,SHADER_0,SHADER_0,
Year 1 Nov 05 2:00 PM,54.59181361,54.59181361,0
Year 1 Nov 05 3:00 PM,45.89839186,45.89839186,0
Year 1 Nov 05 4:00 PM,29.53057735,29.53057735,0
Year 1 Nov 05 5:00 PM,4.995405745,4.995405745,0
Year 1 Nov 05 6:00 PM,0,0,0
Year 1 Nov 05 7:00 PM,0,0,0
Year 1 Nov 05 8:00 PM,0,0,0
Year 1 Nov 05 9:00 PM,0,0,0
Year 1 Nov 05 10:00 PM,0,0,0
Year 1 Nov 05 11:00 PM,0,0,0
Year 1 Nov 06 12:00 AM,0,0,0
Year 1 Nov 06 1:00 AM,0,0,0
Year 1 Nov 06 2:00 AM,0,0,0
Year 1 Nov 06 3:00 AM,0,0,0
Year 1 Nov 06 4:00 AM,0,0,0
Year 1 Nov 06 5:00 AM,0,0,0
Year 1 Nov 06 6:00 AM,0,0,0
Year 1 Nov 06 7:00 AM,3.518422025,3.518422025,0
Year 1 Nov 06 8:00 AM,18.98294955,18.98294955,0
Year 1 Nov 06 9:00 AM,42.25934243,42.25934243,0
Year 1 Nov 06 10:00 AM,57.53125357,57.53125357,0
Year 1 Nov 06 11:00 AM,71.71156205,71.71156205,0
Year 1 Nov 06 12:00 PM,92.14714741,92.14714741,0
Year 1 Nov 06 1:00 PM,78.7914173,78.7914173,0
Year 1 Nov 06 2:00 PM,65.08098424,65.08098424,0
Year 1 Nov 06 3:00 PM,51.03165387,51.03165387,0
Year 1 Nov 06 4:00 PM,18.30727018,18.30727018,0
Year 1 Nov 06 5:00 PM,3.307096738,3.307096738,0
Year 1 Nov 06 6:00 PM,0,0,0
Year 1 Nov 06 7:00 PM,0,0,0
Year 1 Nov 06 8:00 PM,0,0,0
Year 1 Nov 06 9:00 PM,0,0,0
Year 1 Nov 06 10:00 PM,0,0,0
Year 1 Nov 06 11:00 PM,0,0,0
Year 1 Nov 07 12:00 AM,0,0,0
Year 1 Nov 07 1:00 AM,0,0,0
Year 1 Nov 07 2:00 AM,0,0,0
Year 1 Nov 07 3:00 AM,0,0,0
Year 1 Nov 07 4:00 AM,0,0,0
Year 1 Nov 07 5:00 AM,0,0,0
Year 1 Nov 07 6:00 AM,0,0,0
Year 1 Nov 07 7:00 AM,3.906671947,3.906671947,0
Year 1 Nov 07 8:00 AM,17.92201839,17.92201839,0
Year 1 Nov 07 9:00 AM,37.58866721,37.58866721,0
Year 1 Nov 07 10:00 AM,51.97656259,51.97656259,0
Year 1 Nov 07 11:00 AM,64.79358719,64.79358719,0
Year 1 Nov 07 12:00 PM,92.30968329,92.30968329,0
Year 1 Nov 07 1:00 PM,93.47163222,93.47163222,0
Year 1 Nov 07 2:00 PM,77.28719164,77.28719164,0
Year 1 Nov 07 3:00 PM,52.4352042,52.4352042,0
Year 1 Nov 07 4:00 PM,26.85296129,26.85296129,0
Year 1 Nov 07 5:00 PM,5.064493781,5.064493781,0
Year 1 Nov 07 6:00 PM,0,0,0
Year 1 Nov 07 7:00 PM,0,0,0
Year 1 Nov 07 8:00 PM,0,0,0
Year 1 Nov 07 9:00 PM,0,0,0
Year 1 Nov 07 10:00 PM,0,0,0
Year 1 Nov 07 11:00 PM,0,0,0
Year 1 Nov 08 12:00 AM,0,0,0
Year 1 Nov 08 1:00 AM,0,0,0
Year 1 Nov 08 2:00 AM,0,0,0
Year 1 Nov 08 3:00 AM,0,0,0
Year 1 Nov 08 4:00 AM,0,0,0
Year 1 Nov 08 5:00 AM,0,0,0
Year 1 Nov 08 6:00 AM,0,0,0
Year 1 Nov 08 7:00 AM,5.804259628,5.804259628,0
Year 1 Nov 08 8:00 AM,29.94963843,29.94963843,0
Year 1 Nov 08 9:00 AM,56.13072324,56.13072324,0
Year 1 Nov 08 10:00 AM,78.7756149,78.7756149,0
Year 1 Nov 08 11:00 AM,89.74849198,89.74849198,0
Year 1 Nov 08 12:00 PM,95.53681246,95.53681246,0
Year 1 Nov 08 1:00 PM,93.25633837,93.25633837,0
Year 1 Nov 08 2:00 PM,74.60852788,74.60852788,0
Year 1 Nov 08 3:00 PM,53.36373957,53.36373957,0
Year 1 Nov 08 4:00 PM,29.92042608,29.92042608,0
Year 1 Nov 08 5:00 PM,5.699067499,5.699067499,0
Year 1 Nov 08 6:00 PM,0,0,0
Year 1 Nov 08 7:00 PM,0,0,0
Year 1 Nov 08 8:00 PM,0,0,0
Year 1 Nov 08 9:00 PM,0,0,0
Year 1 Nov 08 10:00 PM,0,0,0
Year 1 Nov 08 11:00 PM,0,0,0
Year 1 Nov 09 12:00 AM,0,0,0
Year 1 Nov 09 1:00 AM,0,0,0
Year 1 Nov 09 2:00 AM,0,0,0
Year 1 Nov 09 3:00 AM,0,0,0
Year 1 Nov 09 4:00 AM,0,0,0
Year 1 Nov 09 5:00 AM,0,0,0
Year 1 Nov 09 6:00 AM,0,0,0
Year 1 Nov 09 7:00 AM,4.609898891,4.609898891,0
Year 1 Nov 09 8:00 AM,23.95081287,23.95081287,0
Year 1 Nov 09 9:00 AM,46.76016914,46.76016914,0
Year 1 Nov 09 10:00 AM,50.72574378,50.72574378,0
Year 1 Nov 09 11:00 AM,72.82896728,72.82896728,0
Year 1 Nov 09 12:00 PM,68.65631306,68.65631306,0
Year 1 Nov 09 1:00 PM,63.5845186,63.5845186,0
Year 1 Nov 09 2:00 PM,59.7224187,59.7224187,0
Year 1 Nov 09 3:00 PM,50.90159196,50.90159196,0
Year 1 Nov 09 4:00 PM,28.4843313,28.4843313,0
Year 1 Nov 09 5:00 PM,4.92531364,4.92531364,0
Year 1 Nov 09 6:00 PM,0,0,0
Year 1 Nov 09 7:00 PM,0,0,0
Year 1 Nov 09 8:00 PM,0,0,0
Year 1 Nov 09 9:00 PM,0,0,0
Year 1 Nov 09 10:00 PM,0,0,0
Year 1 Nov 09 11:00 PM,0,0,0
Year 1 Nov 10 12:00 AM,0,0,0
Year 1 Nov 10 1:00 AM,0,0,0
Year 1 Nov 10 2:00 AM,0,0,0
Year 1 Nov 10 3:00 AM,0,0,0
Year 1 Nov 10 4:00 AM,0,0,0
Year 1 Nov 10 5:00 AM,0,0,0
Year 1 Nov 10 6:00 AM,0,0,0
Year 1 Nov 10 7:00 AM,4.729197035,4.729197035,0
Year 1 Nov 10 8:00 AM,26.4187477,26.4187477,0
Year 1 Nov 10 9:00 AM,41.06151368,41.06151368,0
Year 1 Nov 10 10:00 AM,60.84932571,60.84932571,0
Year 1 Nov 10 11:00 AM,73.98144939,73.98144939,0
Year 1 Nov 10 12:00 PM,93.36988778,93.36988778,0
Year 1 Nov 10 1:00 PM,92.20655652,92.20655652,0
Year 1 Nov 10 2:00 PM,74.40364862,74.40364862,0
Year 1 Nov 10 3:00 PM,54.59389302,54.59389302,0
Year 1 Nov 10 4:00 PM,29.07825994,29.07825994,0
Year 1 Nov 10 5:00 PM,5.269646021,5.269646021,0
Year 1 Nov 10 6:00 PM,0,0,0
Year 1 Nov 10 7:00 PM,0,0,0
Year 1 Nov 10 8:00 PM,0,0,0
Year 1 Nov 10 9:00 PM,0,0,0
Year 1 Nov 10 10:00 PM,0,0,0
Year 1 Nov 10 11:00 PM,0,0,0
Year 1 Nov 11 12:00 AM,0,0,0
Year 1 Nov 11 1:00 AM,0,0,0
Year 1 Nov 11 2:00 AM,0,0,0
Year 1 Nov 11 3:00 AM,0,0,0
Year 1 Nov 11 4:00 AM,0,0,0
Year 1 Nov 11 5:00 AM,0,0,0
Year 1 Nov 11 6:00 AM,0,0,0
Year 1 Nov 11 7:00 AM,3.37884222,3.37884222,0
Year 1 Nov 11 8:00 AM,21.62364389,21.62364389,0
Year 1 Nov 11 9:00 AM,36.18495933,36.18495933,0
Year 1 Nov 11 10:00 AM,60.1089674,60.1089674,0
Year 1 Nov 11 11:00 AM,75.05546737,75.05546737,0
Year 1 Nov 11 12:00 PM,70.85284932,70.85284932,0
Year 1 Nov 11 1:00 PM,71.99796336,71.99796336,0
Year 1 Nov 11 2:00 PM,57.93216232,57.93216232,0
Year 1 Nov 11 3:00 PM,48.20181074,48.20181074,0
Year 1 Nov 11 4:00 PM,27.19479808,27.19479808,0
Year 1 Nov 11 5:00 PM,5.13679716,5.13679716,0
Year 1 Nov 11 6:00 PM,0,0,0
Year 1 Nov 11 7:00 PM,0,0,0
Year 1 Nov 11 8:00 PM,0,0,0
Year 1 Nov 11 9:00 PM,0,0,0
Year 1 Nov 11 10:00 PM,0,0,0
Year 1 Nov 11 11:00 PM,0,0,0
Year 1 Nov 12 12:00 AM,0,0,0
Year 1 Nov 12 1:00 AM,0,0,0
Year 1 Nov 12 2:00 AM,0,0,0
Year 1 Nov 12 3:00 AM,0,0,0
Year 1 Nov 12 4:00 AM,0,0,0
Year 1 Nov 12 5:00 AM,0,0,0
Year 1 Nov 12 6:00 AM,0,0,0
Year 1 Nov 12 7:00 AM,3.348927838,3.348927838,0
Year 1 Nov 12 8:00 AM,23.05674104,23.05674104,0
Year 1 Nov 12 9:00 AM,36.25101955,36.25101955,0
Year 1 Nov 12 10:00 AM,43.29936478,43.29936478,0
Year 1 Nov 12 11:00 AM,46.88903816,46.88903816,0
Year 1 Nov 12 12:00 PM,47.82682758,47.82682758,0
Year 1 Nov 12 1:00 PM,46.89560759,46.89560759,0
Year 1 Nov 12 2:00 PM,46.0074762,46.0074762,0
Year 1 Nov 12 3:00 PM,42.83510228,42.83510228,0
Year 1 Nov 12 4:00 PM,24.83985702,24.83985702,0
Year 1 Nov 12 5:00 PM,3.286632619,3.286632619,0
Year 1 Nov 12 6:00 PM,0,0,0
Year 1 Nov 12 7:00 PM,0,0,0
Year 1 Nov 12 8:00 PM,0,0,0
Year 1 Nov 12 9:00 PM,0,0,0
Year 1 Nov 12 10:00 PM,0,0,0
Year 1 Nov 12 11:00 PM,0,0,0
Year 1 Nov 13 12:00 AM,0,0,0
Year 1 Nov 13 1:00 AM,0,0,0
Year 1 Nov 13 2:00 AM,0,0,0
Year 1 Nov 13 3:00 AM,0,0,0
Year 1 Nov 13 4:00 AM,0,0,0
Year 1 Nov 13 5:00 AM,0,0,0
Year 1 Nov 13 6:00 AM,0,0,0
Year 1 Nov 13 7:00 AM,3.372340439,3.372340439,0
Year 1 Nov 13 8:00 AM,25.44081081,25.44081081,0
Year 1 Nov 13 9:00 AM,48.8864784,48.8864784,0
Year 1 Nov 13 10:00 AM,62.34941682,62.34941682,0
Year 1 Nov 13 11:00 AM,79.36956133,79.36956133,0
Year 1 Nov 13 12:00 PM,81.15910861,81.15910861,0
Year 1 Nov 13 1:00 PM,73.89685926,73.89685926,0
Year 1 Nov 13 2:00 PM,63.80978367,63.80978367,0
Year 1 Nov 13 3:00 PM,39.63486995,39.63486995,0
Year 1 Nov 13 4:00 PM,12.00501847,12.00501847,0
Year 1 Nov 13 5:00 PM,1.672003185,1.672003185,0
Year 1 Nov 13 6:00 PM,0,0,0
Year 1 Nov 13 7:00 PM,0,0,0
Year 1 Nov 13 8:00 PM,0,0,0
Year 1 Nov 13 9:00 PM,0,0,0
Year 1 Nov 13 10:00 PM,0,0,0
Year 1 Nov 13 11:00 PM,0,0,0
Year 1 Nov 14 12:00 AM,0,0,0
Year 1 Nov 14 1:00 AM,0,0,0
Year 1 Nov 14 2:00 AM,0,0,0
Year 1 Nov 14 3:00 AM,0,0,0
Year 1 Nov 14 4:00 AM,0,0,0
Year 1 Nov 14 5:00 AM,0,0,0
Year 1 Nov 14 6:00 AM,0,0,0
Year 1 Nov 14 7:00 AM,3.05276277,3.05276277,0
Year 1 Nov 14 8:00 AM,19.21943025,19.21943025,0
Year 1 Nov 14 9:00 AM,30.9908182,30.9908182,0
Year 1 Nov 14 10:00 AM,36.99555762,36.99555762,0
Year 1 Nov 14 11:00 AM,41.07092751,41.07092751,0
Year 1 Nov 14 12:00 PM,41.96145587,41.96145587,0
Year 1 Nov 14 1:00 PM,42.6747222,42.6747222,0
Year 1 Nov 14 2:00 PM,43.83576353,43.83576353,0
Year 1 Nov 14 3:00 PM,41.23290193,41.23290193,0
Year 1 Nov 14 4:00 PM,23.19104584,23.19104584,0
Year 1 Nov 14 5:00 PM,3.512992976,3.512992976,0
Year 1 Nov 14 6:00 PM,0,0,0
Year 1 Nov 14 7:00 PM,0,0,0
Year 1 Nov 14 8:00 PM,0,0,0
Year 1 Nov 14 9:00 PM,0,0,0
Year 1 Nov 14 10:00 PM,0,0,0
Year 1 Nov 14 11:00 PM,0,0,0
Year 1 Nov 15 12:00 AM,0,0,0
Year 1 Nov 15 1:00 AM,0,0,0
Year 1 Nov 15 2:00 AM,0,0,0
Year 1 Nov 15 3:00 AM,0,0,0
Year 1 Nov 15 4:00 AM,0,0,0
Year 1 Nov 15 5:00 AM,0,0,0
Year 1 Nov 15 6:00 AM,0,0,0
Year 1 Nov 15 7:00 AM,3.168510146,3.168510146,0
Year 1 Nov 15 8:00 AM,23.05183877,23.05183877,0
Year 1 Nov 15 9:00 AM,46.70979172,46.70979172,0
Year 1 Nov 15 10:00 AM,74.93428954,74.93428954,0
Year 1 Nov 15 11:00 AM,72.90802737,72.90802737,0
Year 1 Nov 15 12:00 PM,61.93502101,61.93502101,0
Year 1 Nov 15 1:00 PM,69.61689132,69.61689132,0
Year 1 Nov 15 2:00 PM,48.34349994,48.34349994,0
Year 1 Nov 15 3:00 PM,39.30278839,39.30278839,0
Year 1 Nov 15 4:00 PM,17.52362119,17.52362119,0
Year 1 Nov 15 5:00 PM,2.5355876,2.5355876,0
Year 1 Nov 15 6:00 PM,0,0,0
Year 1 Nov 15 7:00 PM,0,0,0
Year 1 Nov 15 8:00 PM,0,0,0
Year 1 Nov 15 9:00 PM,0,0,0
Year 1 Nov 15 10:00 PM,0,0,0
Year 1 Nov 15 11:00 PM,0,0,0
Year 1 Nov 16 12:00 AM,0,0,0
Year 1 Nov 16 1:00 AM,0,0,0
Year 1 Nov 16 2:00 AM,0,0,0
Year 1 Nov 16 3:00 AM,0,0,0
Year 1 Nov 16 4:00 AM,0,0,0
Year 1 Nov 16 5:00 AM,0,0,0
Year 1 Nov 16 6:00 AM,0,0,0
Year 1 Nov 16 7:00 AM,2.886070939,2.886070939,0
Year 1 Nov 16 8:00 AM,20.25149111,20.25149111,0
Year 1 Nov 16 9:00 AM,36.36045468,36.36045468,0
Year 1 Nov 16 10:00 AM,50.5910719,50.5910719,0
Year 1 Nov 16 11:00 AM,73.70034206,73.70034206,0
Year 1 Nov 16 12:00 PM,83.81507955,83.81507955,0
Year 1 Nov 16 1:00 PM,65.2977236,65.2977236,0
Year 1 Nov 16 2:00 PM,50.88952416,50.88952416,0
Year 1 Nov 16 3:00 PM,30.33873893,30.33873893,0
Year 1 Nov 16 4:00 PM,16.81148701,16.81148701,0
Year 1 Nov 16 5:00 PM,2.454455218,2.454455218,0
Year 1 Nov 16 6:00 PM,0,0,0
Year 1 Nov 16 7:00 PM,0,0,0
Year 1 Nov 16 8:00 PM,0,0,0
Year 1 Nov 16 9:00 PM,0,0,0
Year 1 Nov 16 10:00 PM,0,0,0
Year 1 Nov 16 11:00 PM,0,0,0
Year 1 Nov 17 12:00 AM,0,0,0
Year 1 Nov 17 1:00 AM,0,0,0
Year 1 Nov 17 2:00 AM,0,0,0
Year 1 Nov 17 3:00 AM,0,0,0
Year 1 Nov 17 4:00 AM,0,0,0
Year 1 Nov 17 5:00 AM,0,0,0
Year 1 Nov 17 6:00 AM,0,0,0
Year 1 Nov 17 7:00 AM,2.623855415,2.623855415,0
Year 1 Nov 17 8:00 AM,19.18145788,19.18145788,0
Year 1 Nov 17 9:00 AM,37.41626657,37.41626657,0
Year 1 Nov 17 10:00 AM,54.72731949,54.72731949,0
Year 1 Nov 17 11:00 AM,56.67910002,56.67910002,0
Year 1 Nov 17 12:00 PM,70.38585369,70.38585369,0
Year 1 Nov 17 1:00 PM,80.2349839,80.2349839,0
Year 1 Nov 17 2:00 PM,60.30828593,60.30828593,0
Year 1 Nov 17 3:00 PM,41.95382626,41.95382626,0
Year 1 Nov 17 4:00 PM,16.21938662,16.21938662,0
Year 1 Nov 17 5:00 PM,2.547493053,2.547493053,0
Year 1 Nov 17 6:00 PM,0,0,0
Year 1 Nov 17 7:00 PM,0,0,0
Year 1 Nov 17 8:00 PM,0,0,0
Year 1 Nov 17 9:00 PM,0,0,0
Year 1 Nov 17 10:00 PM,0,0,0
Year 1 Nov 17 11:00 PM,0,0,0
Year 1 Nov 18 12:00 AM,0,0,0
Year 1 Nov 18 1:00 AM,0,0,0
Year 1 Nov 18 2:00 AM,0,0,0
Year 1 Nov 18 3:00 AM,0,0,0
Year 1 Nov 18 4:00 AM,0,0,0
Year 1 Nov 18 5:00 AM,0,0,0
Year 1 Nov 18 6:00 AM,0,0,0
Year 1 Nov 18 7:00 AM,1.562217915,1.562217915,0
Year 1 Nov 18 8:00 AM,16.31400755,16.31400755,0
Year 1 Nov 18 9:00 AM,44.85064104,44.85064104,0
Year 1 Nov 18 10:00 AM,53.43628865,53.43628865,0
Year 1 Nov 18 11:00 AM,44.07155268,44.07155268,0
Year 1 Nov 18 12:00 PM,55.48689535,55.48689535,0
Year 1 Nov 18 1:00 PM,58.29085857,58.29085857,0
Year 1 Nov 18 2:00 PM,41.14807068,41.14807068,0
Year 1 Nov 18 3:00 PM,29.95591806,29.95591806,0
Year 1 Nov 18 4:00 PM,18.46054864,18.46054864,0
Year 1 Nov 18 5:00 PM,3.096225265,3.096225265,0
Year 1 Nov 18 6:00 PM,0,0,0
Year 1 Nov 18 7:00 PM,0,0,0
Year 1 Nov 18 8:00 PM,0,0,0
Year 1 Nov 18 9:00 PM,0,0,0
Year 1 Nov 18 10:00 PM,0,0,0
Year 1 Nov 18 11:00 PM,0,0,0
Year 1 Nov 19 12:00 AM,0,0,0
Year 1 Nov 19 1:00 AM,0,0,0
Year 1 Nov 19 2:00 AM,0,0,0
Year 1 Nov 19 3:00 AM,0,0,0
Year 1 Nov 19 4:00 AM,0,0,0
Year 1 Nov 19 5:00 AM,0,0,0
Year 1 Nov 19 6:00 AM,0,0,0
Year 1 Nov 19 7:00 AM,1.396277509,1.396277509,0
Year 1 Nov 19 8:00 AM,18.85072333,18.85072333,0
Year 1 Nov 19 9:00 AM,36.85995347,36.85995347,0
Year 1 Nov 19 10:00 AM,57.7365567,57.7365567,0
Year 1 Nov 19 11:00 AM,69.75141894,69.75141894,0
Year 1 Nov 19 12:00 PM,71.74863406,71.74863406,0
Year 1 Nov 19 1:00 PM,71.1066144,71.1066144,0
Year 1 Nov 19 2:00 PM,61.70809849,61.70809849,0
Year 1 Nov 19 3:00 PM,43.33012161,43.33012161,0
Year 1 Nov 19 4:00 PM,22.46479164,22.46479164,0
Year 1 Nov 19 5:00 PM,2.644803872,2.644803872,0
Year 1 Nov 19 6:00 PM,0,0,0
Year 1 Nov 19 7:00 PM,0,0,0
Year 1 Nov 19 8:00 PM,0,0,0
Year 1 Nov 19 9:00 PM,0,0,0
Year 1 Nov 19 10:00 PM,0,0,0
Year 1 Nov 19 11:00 PM,0,0,0
Year 1 Nov 20 12:00 AM,0,0,0
Year 1 Nov 20 1:00 AM,0,0,0
Year 1 Nov 20 2:00 AM,0,0,0
Year 1 Nov 20 3:00 AM,0,0,0
Year 1 Nov 20 4:00 AM,0,0,0
Year 1 Nov 20 5:00 AM,0,0,0
Year 1 Nov 20 6:00 AM,0,0,0
Year 1 Nov 20 7:00 AM,1.402724191,1.402724191,0
Year 1 Nov 20 8:00 AM,20.2046779,20.2046779,0
Year 1 Nov 20 9:00 AM,42.37418415,42.37418415,0
Year 1 Nov 20 10:00 AM,43.3143264,43.3143264,0
Year 1 Nov 20 11:00 AM,58.14397743,58.14397743,0
Year 1 Nov 20 12:00 PM,85.02851443,85.02851443,0
Year 1 Nov 20 1:00 PM,79.85562521,79.85562521,0
Year 1 Nov 20 2:00 PM,67.05055058,67.05055058,0
Year 1 Nov 20 3:00 PM,49.52971579,49.52971579,0
Year 1 Nov 20 4:00 PM,21.82628189,21.82628189,0
Year 1 Nov 20 5:00 PM,2.419002095,2.419002095,0
Year 1 Nov 20 6:00 PM,0,0,0
Year 1 Nov 20 7:00 PM,0,0,0
Year 1 Nov 20 8:00 PM,0,0,0
Year 1 Nov 20 9:00 PM,0,0,0
Year 1 Nov 20 10:00 PM,0,0,0
Year 1 Nov 20 11:00 PM,0,0,0
Year 1 Nov 21 12:00 AM,0,0,0
Year 1 Nov 21 1:00 AM,0,0,0
Year 1 Nov 21 2:00 AM,0,0,0
Year 1 Nov 21 3:00 AM,0,0,0
Year 1 Nov 21 4:00 AM,0,0,0
Year 1 Nov 21 5:00 AM,0,0,0
Year 1 Nov 21 6:00 AM,0,0,0
Year 1 Nov 21 7:00 AM,1.488010896,1.488010896,0
Year 1 Nov 21 8:00 AM,19.15947584,19.15947584,0
Year 1 Nov 21 9:00 AM,38.09233494,38.09233494,0
Year 1 Nov 21 10:00 AM,49.28932966,49.28932966,0
Year 1 Nov 21 11:00 AM,46.61468448,46.61468448,0
Year 1 Nov 21 12:00 PM,45.35005445,45.35005445,0
Year 1 Nov 21 1:00 PM,45.52605725,45.52605725,0
Year 1 Nov 21 2:00 PM,47.70669878,47.70669878,0
Year 1 Nov 21 3:00 PM,43.14519051,43.14519051,0
Year 1 Nov 21 4:00 PM,22.20455712,22.20455712,0
Year 1 Nov 21 5:00 PM,2.746179404,2.746179404,0
Year 1 Nov 21 6:00 PM,0,0,0
Year 1 Nov 21 7:00 PM,0,0,0
Year 1 Nov 21 8:00 PM,0,0,0
Year 1 Nov 21 9:00 PM,0,0,0
Year 1 Nov 21 10:00 PM,0,0,0
Year 1 Nov 21 11:00 PM,0,0,0
Year 1 Nov 22 12:00 AM,0,0,0
Year 1 Nov 22 1:00 AM,0,0,0
Year 1 Nov 22 2:00 AM,0,0,0
Year 1 Nov 22 3:00 AM,0,0,0
Year 1 Nov 22 4:00 AM,0,0,0
Year 1 Nov 22 5:00 AM,0,0,0
Year 1 Nov 22 6:00 AM,0,0,0
Year 1 Nov 22 7:00 AM,0.967899608,0.967899608,0
Year 1 Nov 22 8:00 AM,14.35692565,14.35692565,0
Year 1 Nov 22 9:00 AM,32.23530949,32.23530949,0
Year 1 Nov 22 10:00 AM,47.56524267,47.56524267,0
Year 1 Nov 22 11:00 AM,62.89824919,62.89824919,0
Year 1 Nov 22 12:00 PM,67.37663726,67.37663726,0
Year 1 Nov 22 1:00 PM,62.61174087,62.61174087,0
Year 1 Nov 22 2:00 PM,56.25778721,56.25778721,0
Year 1 Nov 22 3:00 PM,43.34794913,43.34794913,0
Year 1 Nov 22 4:00 PM,21.38167421,21.38167421,0
Year 1 Nov 22 5:00 PM,2.533502,2.533502,0
Year 1 Nov 22 6:00 PM,0,0,0
Year 1 Nov 22 7:00 PM,0,0,0
Year 1 Nov 22 8:00 PM,0,0,0
Year 1 Nov 22 9:00 PM,0,0,0
Year 1 Nov 22 10:00 PM,0,0,0
Year 1 Nov 22 11:00 PM,0,0,0
Year 1 Nov 23 12:00 AM,0,0,0
Year 1 Nov 23 1:00 AM,0,0,0
Year 1 Nov 23 2:00 AM,0,0,0
Year 1 Nov 23 3:00 AM,0,0,0
Year 1 Nov 23 4:00 AM,0,0,0
Year 1 Nov 23 5:00 AM,0,0,0
Year 1 Nov 23 6:00 AM,0,0,0
Year 1 Nov 23 7:00 AM,0.688619305,0.688619305,0
Year 1 Nov 23 8:00 AM,9.345011381,9.345011381,0
Year 1 Nov 23 9:00 AM,20.71108494,20.71108494,0
Year 1 Nov 23 10:00 AM,40.48536862,40.48536862,0
Year 1 Nov 23 11:00 AM,65.69600498,65.69600498,0
Year 1 Nov 23 12:00 PM,67.15655372,67.15655372,0
Year 1 Nov 23 1:00 PM,72.99217109,72.99217109,0
Year 1 Nov 23 2:00 PM,57.57641213,57.57641213,0
Year 1 Nov 23 3:00 PM,40.72387924,40.72387924,0
Year 1 Nov 23 4:00 PM,20.25609758,20.25609758,0
Year 1 Nov 23 5:00 PM,2.582425055,2.582425055,0
Year 1 Nov 23 6:00 PM,0,0,0
Year 1 Nov 23 7:00 PM,0,0,0
Year 1 Nov 23 8:00 PM,0,0,0
Year 1 Nov 23 9:00 PM,0,0,0
Year 1 Nov 23 10:00 PM,0,0,0
Year 1 Nov 23 11:00 PM,0,0,0
Year 1 Nov 24 12:00 AM,0,0,0
Year 1 Nov 24 1:00 AM,0,0,0
Year 1 Nov 24 2:00 AM,0,0,0
Year 1 Nov 24 3:00 AM,0,0,0
Year 1 Nov 24 4:00 AM,0,0,0
Year 1 Nov 24 5:00 AM,0,0,0
Year 1 Nov 24 6:00 AM,0,0,0
Year 1 Nov 24 7:00 AM,1.066006957,1.066006957,0
Year 1 Nov 24 8:00 AM,16.91118108,16.91118108,0
Year 1 Nov 24 9:00 AM,41.48470536,41.48470536,0
Year 1 Nov 24 10:00 AM,53.79200726,53.79200726,0
Year 1 Nov 24 11:00 AM,46.13134861,46.13134861,0
Year 1 Nov 24 12:00 PM,58.00403995,58.00403995,0
Year 1 Nov 24 1:00 PM,55.44021835,55.44021835,0
Year 1 Nov 24 2:00 PM,35.67561365,35.67561365,0
Year 1 Nov 24 3:00 PM,32.24544594,32.24544594,0
Year 1 Nov 24 4:00 PM,20.56340207,20.56340207,0
Year 1 Nov 24 5:00 PM,2.638559295,2.638559295,0
Year 1 Nov 24 6:00 PM,0,0,0
Year 1 Nov 24 7:00 PM,0,0,0
Year 1 Nov 24 8:00 PM,0,0,0
Year 1 Nov 24 9:00 PM,0,0,0
Year 1 Nov 24 10:00 PM,0,0,0
Year 1 Nov 24 11:00 PM,0,0,0
Year 1 Nov 25 12:00 AM,0,0,0
Year 1 Nov 25 1:00 AM,0,0,0
Year 1 Nov 25 2:00 AM,0,0,0
Year 1 Nov 25 3:00 AM,0,0,0
Year 1 Nov 25 4:00 AM,0,0,0
Year 1 Nov 25 5:00 AM,0,0,0
Year 1 Nov 25 6:00 AM,0,0,0
Year 1 Nov 25 7:00 AM,0.874939432,0.874939432,0
Year 1 Nov 25 8:00 AM,15.65641881,15.65641881,0
Year 1 Nov 25 9:00 AM,41.84493648,41.84493648,0
Year 1 Nov 25 10:00 AM,53.39016866,53.39016866,0
Year 1 Nov 25 11:00 AM,68.84562134,68.84562134,0
Year 1 Nov 25 12:00 PM,72.11889286,72.11889286,0
Year 1 Nov 25 1:00 PM,75.86730257,75.86730257,0
Year 1 Nov 25 2:00 PM,51.13908875,51.13908875,0
Year 1 Nov 25 3:00 PM,46.79244853,46.79244853,0
Year 1 Nov 25 4:00 PM,15.70192239,15.70192239,0
Year 1 Nov 25 5:00 PM,0.953135518,0.953135518,0
Year 1 Nov 25 6:00 PM,0,0,0
Year 1 Nov 25 7:00 PM,0,0,0
Year 1 Nov 25 8:00 PM,0,0,0
Year 1 Nov 25 9:00 PM,0,0,0
Year 1 Nov 25 10:00 PM,0,0,0
Year 1 Nov 25 11:00 PM,0,0,0
Year 1 Nov 26 12:00 AM,0,0,0
Year 1 Nov 26 1:00 AM,0,0,0
Year 1 Nov 26 2:00 AM,0,0,0
Year 1 Nov 26 3:00 AM,0,0,0
Year 1 Nov 26 4:00 AM,0,0,0
Year 1 Nov 26 5:00 AM,0,0,0
Year 1 Nov 26 6:00 AM,0,0,0
Year 1 Nov 26 7:00 AM,1.156485813,1.156485813,0
Year 1 Nov 26 8:00 AM,16.69027488,16.69027488,0
Year 1 Nov 26 9:00 AM,30.69814608,30.69814608,0
Year 1 Nov 26 10:00 AM,38.154383,38.154383,0
